Name,Frequency,Lithography,Platform,Price,Year
Q8300,2.5,45,Desktop,179.0,2008
Q8400,2.66,45,Desktop,179.0,2009
Q8400S,2.66,45,Desktop,232.0,2009
Q9000,2.0,45,Mobile,364.0,2009
Q9300,2.5,45,Desktop,200.0,2008
Q9400,2.66,45,Desktop,190.0,2008
Q9400S,2.66,45,Desktop,254.0,2009
Q9505,2.83,45,Desktop,234.0,2009
Q9550,2.83,45,Desktop,287.0,2008
Q9550S,2.83,45,Desktop,340.0,2009
Q9650,3.0,45,Desktop,339.0,2008
i3-330E,2.13,32,Mobile,138.0,2010
i3-330M,2.13,32,Mobile,177.0,2010
i3-530,2.93,32,Desktop,117.0,2010
i3-540,3.06,32,Desktop,113.0,2010
i3-550,3.2,32,Desktop,117.0,2010
i5-520E,2.4,32,Embedded,210.0,2010
i5-520M,2.4,32,Mobile,218.5,2010
i5-540M,2.53,32,Mobile,269.0,2010
i5-650,3.2,32,Desktop,177.0,2010
i5-655K,3.2,32,Desktop,177.0,2010
i5-660,3.33,32,Desktop,185.0,2010
i5-661,3.33,32,Desktop,177.0,2010
i5-670,3.46,32,Desktop,305.0,2010
i5-750,2.66,45,Desktop,203.0,2009
i5-750S,2.4,45,Desktop,279.0,2010
i5-760,2.8,45,Desktop,213.0,2010
i7-620LE,2.0,32,Embedded,247.0,2010
i7-620M,2.66,32,Mobile,250.0,2010
i7-620UE,1.06,32,Embedded,248.0,2010
i7-660UE,1.33,32,Mobile,248.0,2010
i7-740QM,1.73,45,Mobile,380.0,2010
i7-840QM,1.86,45,Mobile,570.0,2010
i7-860S,2.53,45,Desktop,362.0,2010
i7-870,2.93,45,Desktop,305.0,2009
i7-875K,2.93,45,Desktop,353.0,2010
i7-930,2.8,45,Desktop,305.0,2010
i7-940,2.93,45,Desktop,555.0,2008
i7-950,3.06,45,Desktop,305.0,2009
i7-960,3.2,45,Desktop,305.0,2009
i7-970,3.2,32,Desktop,594.0,2010
i7-980,3.33,32,Desktop,594.0,2011
i3-560,3.33,32,Desktop,117.0,2010
i5-680,3.6,32,Desktop,305.0,2010
i7-610E,2.53,32,Mobile,232.0,2010
i7-720QM,1.6,45,Mobile,380.0,2009
i7-860,2.8,45,Desktop,281.0,2009
i7-920,2.66,45,Desktop,305.0,2008
i3-2100,3.1,32,Desktop,120.0,2011
i3-2100T,2.5,32,Desktop,132.0,2011
i3-2105,3.1,32,Desktop,134.0,2011
i3-2120,3.3,32,Desktop,115.0,2011
i3-2120T,2.6,32,Desktop,121.0,2011
i3-2125,3.3,32,Desktop,139.0,2011
i3-2130,3.4,32,Desktop,117.0,2011
i3-2310E,2.1,32,Embedded,187.0,2011
i3-2330E,2.2,32,Mobile,187.0,2011
i3-2340UE,1.3,32,Embedded,209.0,2011
i3-2367M,1.4,32,Mobile,250.0,2011
i5-2300,2.8,32,Desktop,187.0,2011
i5-2320,3.0,32,Desktop,177.0,2011
i5-2380P,3.1,32,Desktop,187.0,2012
i5-2400,3.1,32,Desktop,174.0,2011
i5-2450P,3.2,32,Desktop,205.0,2012
i5-2510E,2.5,32,Mobile,236.0,2011
i5-2515E,2.5,32,Embedded,250.0,2011
i5-2540M,2.6,32,Mobile,269.0,2011
i5-2550K,3.4,32,Desktop,235.0,2012
i7-2600,3.4,32,Desktop,261.0,2011
i7-2610UE,1.5,32,Embedded,280.0,2011
i7-2655LE,2.2,32,Embedded,306.0,2011
i7-2715QE,2.1,32,Embedded,295.0,2011
i7-2710QE,2.1,32,Mobile,295.0,2011
i7-2760QM,2.4,32,Mobile,378.0,2011
i7-2860QM,2.5,32,Mobile,568.0,2011
i7-2820QM,2.3,32,Mobile,570.0,2011
i3-3110M,2.4,22,Mobile,225.0,2012
i3-3115C,2.5,22,Embedded,293.0,2013
i3-3120M,2.5,22,Mobile,225.0,2012
i3-3120ME,2.4,22,Embedded,199.0,2012
i3-3210,3.2,22,Desktop,117.0,2013
i3-3217U,1.8,22,Mobile,225.0,2012
i3-3217UE,1.6,22,Embedded,221.0,2012
i3-3220,3.3,22,Desktop,114.5,2012
i3-3220T,2.8,22,Desktop,117.0,2012
i3-3225,3.3,22,Desktop,134.0,2012
i3-3227U,1.9,22,Mobile,225.0,2013
i3-3240,3.4,22,Desktop,117.0,2012
i3-3245,3.4,22,Desktop,139.0,2013
i3-3240T,2.9,22,Desktop,117.0,2012
i3-3250,3.5,22,Desktop,117.0,2013
i5-3210M,2.5,22,Mobile,225.0,2012
i3-3250T,3.0,22,Desktop,117.0,2013
i5-3230M,2.6,22,Mobile,225.0,2013
i5-3317U,1.7,22,Mobile,225.0,2012
i5-3320M,2.6,22,Mobile,226.0,2012
i5-3210M,2.5,22,Mobile,225.0,2012
i5-3330,3.0,22,Desktop,184.5,2012
i5-3330S,2.7,22,Desktop,182.0,2012
i5-3337U,1.8,22,Mobile,225.0,2013
i5-3340,3.1,22,Desktop,184.5,2013
i5-3340S,2.8,22,Desktop,184.5,2013
i5-3340M,2.7,22,Mobile,226.0,2013
i5-3350P,3.1,22,Desktop,177.0,2012
i5-3360M,2.8,22,Mobile,267.5,2012
i5-3427U,1.8,22,Mobile,225.0,2012
i5-3380M,2.9,22,Mobile,267.5,2013
i5-3450,3.1,22,Desktop,195.0,2012
i5-3450S,2.8,22,Desktop,189.5,2012
i5-3470,3.2,22,Desktop,189.5,2012
i5-3470T,2.9,22,Desktop,184.0,2012
i5-3475S,2.9,22,Desktop,201.0,2012
i5-3550,3.3,22,Desktop,209.0,2012
i5-3550S,3.0,22,Desktop,197.0,2012
i5-3570,3.4,22,Desktop,213.0,2012
i5-3570K,3.4,22,Desktop,230.0,2012
i5-3570T,2.3,22,Desktop,205.0,2012
i5-3570S,3.1,22,Desktop,205.0,2012
i5-3610ME,2.7,22,Embedded,235.0,2012
i7-3520M,2.9,22,Mobile,346.0,2012
i7-3517UE,1.7,22,Embedded,280.0,2012
i7-3537U,2.0,22,Mobile,346.0,2013
i7-3540M,3.0,22,Mobile,346.0,2013
i7-3555LE,2.5,22,Embedded,306.0,2012
i7-3610QE,2.3,22,Embedded,335.0,2012
i7-3610QM,2.3,22,Mobile,378.0,2012
i7-3612QM,2.1,22,Mobile,378.0,2012
i7-3612QE,2.1,22,Embedded,363.0,2012
i7-3612QM,2.1,22,Mobile,378.0,2012
i7-3615QE,2.3,22,Embedded,335.0,2012
i7-3615QM,2.3,22,Mobile,378.0,2012
i7-3630QM,2.4,22,Mobile,378.0,2012
i7-3632QM,2.2,22,Mobile,378.0,2012
i7-3667U,2.0,22,Mobile,346.0,2012
i7-3687U,2.1,22,Mobile,346.0,2013
i7-3720QM,2.6,22,Mobile,378.0,2012
i7-3770,3.4,22,Desktop,288.5,2012
i7-3740QM,2.7,22,Mobile,379.0,2012
i7-3770K,3.5,22,Desktop,337.0,2012
i7-3770S,3.1,22,Desktop,299.5,2012
i7-3770T,2.5,22,Desktop,294.0,2012
i7-3820QM,2.7,22,Mobile,568.0,2012
i7-3840QM,2.8,22,Mobile,568.0,2012
i7-965,3.2,45,Desktop,990.0,2008
i7-975,3.33,45,Desktop,1059.0,2009
i7-980X,3.33,32,Desktop,1059.0,2010
i7-990X,3.46,32,Desktop,1059.0,2011
D1508,2.2,14,Server,129.0,2015
D1509,1.5,14,Server,156.0,2015
D1517,1.6,14,Server,194.0,2015
D1519,1.5,14,Server,200.0,2016
G2020,2.9,22,Desktop,64.0,2013
G2030,3.0,22,Desktop,64.0,2013
G2020T,2.5,22,Desktop,64.0,2013
G2030T,2.6,22,Desktop,64.0,2013
G2120,3.1,22,Desktop,73.5,2012
G2130,3.2,22,Desktop,78.5,2013
G2140,3.3,22,Desktop,93.0,2013
G4400TE,2.4,14,Embedded,64.0,2015
G4400T,2.9,14,Desktop,64.0,2015
G4400,3.3,14,Desktop,64.0,2015
G4560,3.5,14,Desktop,64.0,2017
G4520,3.6,14,Desktop,89.5,2015
G4500,3.5,14,Desktop,78.5,2015
G4500T,3.0,14,Desktop,75.0,2015
G4560T,2.9,14,Desktop,64.0,2017
G4620,3.7,14,Desktop,89.5,2017
G4600,3.6,14,Desktop,78.5,2017
G4600T,3.0,14,Desktop,75.0,2017
G3220,3.0,22,Desktop,59.0,2013
G3240,3.1,22,Desktop,59.0,2014
G3220T,2.6,22,Desktop,64.0,2013
G3240T,2.7,22,Desktop,64.0,2014
G3250,3.2,22,Desktop,57.0,2014
G3258,3.2,22,Desktop,72.0,2014
G3260,3.3,22,Desktop,64.0,2015
G3250T,2.8,22,Desktop,64.0,2014
G3260T,2.9,22,Desktop,64.0,2015
G3320TE,2.3,22,Embedded,70.0,2013
G3420,3.2,22,Desktop,78.5,2013
G3420T,2.7,22,Desktop,75.0,2013
G3430,3.3,22,Desktop,89.5,2013
G3440,3.3,22,Desktop,78.5,2014
G3440T,2.8,22,Desktop,75.0,2014
G3450,3.4,22,Desktop,78.5,2014
G3450T,2.9,22,Desktop,75.0,2014
G3460,3.5,22,Desktop,78.5,2014
G3460T,3.0,22,Desktop,75.0,2015
G3470,3.6,22,Desktop,86.0,2015
2002E,1.5,22,Embedded,86.0,2014
2950M,2.0,22,Mobile,75.0,2013
2955U,1.4,22,Mobile,107.0,2013
2957U,1.4,22,Mobile,107.0,2013
2970M,2.2,22,Mobile,75.0,2014
2980U,1.6,22,Mobile,107.0,2013
1005M,1.9,22,Mobile,75.0,2013
1007U,1.5,22,Mobile,75.0,2013
1017U,1.6,22,Mobile,75.0,2013
1020E,2.2,22,Embedded,76.0,2013
1020M,2.1,22,Mobile,75.0,2013
1047UE,1.4,22,Embedded,119.0,2013
G530,2.4,32,Desktop,42.0,2011
807UE,1.0,32,Embedded,98.0,2011
B810,1.6,32,Mobile,72.0,2011
827E,1.4,32,Embedded,89.0,2011
B810E,1.6,32,Embedded,72.0,2011
G540,2.5,32,Desktop,41.0,2011
847,1.1,32,Mobile,134.0,2011
847E,1.1,32,Embedded,111.0,2011
G550,2.6,32,Desktop,42.0,2012
G555,2.7,32,Desktop,52.0,2012
B840,1.9,32,Mobile,86.0,2011
E3500,2.7,45,Desktop,52.0,2010
G460,1.8,32,Desktop,37.0,2011
E3400,2.6,45,Desktop,42.0,2010
G465,1.9,32,Desktop,37.0,2012
U3600,1.2,32,Mobile,134.0,2011
E3300,2.5,45,Desktop,47.0,2009
G470,2.0,32,Desktop,37.0,2013
U3405,1.06,32,Mobile,105.0,2010
P4505,1.86,32,Mobile,68.0,2010
E3200,2.4,45,Desktop,47.0,2009
723,1.2,45,Mobile,87.0,2008
E1500,2.2,65,Desktop,47.0,2006
430,1.8,65,Desktop,37.0,2007
927UE,1.5,22,Embedded,95.0,2013
P1053,1.33,45,Embedded,153.0,2010
P4500,1.86,32,Mobile,68.0,2010
T3100,1.9,45,Mobile,62.0,2008
722,1.2,45,Mobile,161.0,2008
E1600,2.4,65,Desktop,58.0,2009
3106,1.7,14,Server,311.0,2017
4108,1.8,14,Server,422.0,2017
4109T,2.0,14,Server,501.0,2017
4110,2.1,14,Server,506.0,2017
4112,2.6,14,Server,478.0,2017
4114T,2.2,14,Server,773.0,2017
4114,2.2,14,Server,699.0,2017
4116,2.1,14,Server,1007.0,2017
5115,2.4,14,Server,1221.0,2017
5118,2.3,14,Server,1273.0,2017
5120,2.2,14,Server,1558.0,2017
5122,3.6,14,Server,1224.0,2017
5120T,2.2,14,Server,1727.0,2017
6126,2.6,14,Server,1776.0,2017
6126F,2.6,14,Server,1931.0,2017
6126T,2.6,14,Server,1865.0,2017
6128,3.4,14,Server,1694.0,2017
6130,2.1,14,Server,1897.0,2017
6130F,2.1,14,Server,2049.0,2017
6130T,2.1,14,Server,1988.0,2017
6132,2.6,14,Server,2111.0,2017
6134M,3.2,14,Server,5217.0,2017
6134,3.2,14,Server,2217.0,2017
6136,3.0,14,Server,2460.0,2017
6138,2.0,14,Server,2615.0,2017
6138F,2.0,14,Server,2767.0,2017
6138T,2.0,14,Server,2742.0,2017
6140,2.3,14,Server,2448.0,2017
6140M,2.3,14,Server,5448.0,2017
6142,2.6,14,Server,2949.0,2017
6142M,2.6,14,Server,5949.0,2017
6144,3.5,14,Server,2925.0,2017
6142F,2.6,14,Server,3101.0,2017
6146,3.2,14,Server,3286.0,2017
6148,2.4,14,Server,3075.0,2017
6148F,2.4,14,Server,3227.0,2017
6150,2.7,14,Server,3358.0,2017
6152,2.1,14,Server,3658.0,2017
6154,3.0,14,Server,3543.0,2017
8153,2.0,14,Server,3115.0,2017
8156,3.6,14,Server,7007.0,2017
8158,3.0,14,Server,7007.0,2017
8160,2.1,14,Server,4705.0,2017
8160F,2.1,14,Server,4856.0,2017
8160T,2.1,14,Server,4936.0,2017
8160M,2.1,14,Server,7704.0,2017
8164,2.0,14,Server,6117.0,2017
8168,2.7,14,Server,5890.0,2017
8170,2.1,14,Server,7408.0,2017
8170M,2.1,14,Server,10409.0,2017
8176,2.1,14,Server,8719.0,2017
8176M,2.1,14,Server,11722.0,2017
8180,2.5,14,Server,10009.0,2017
8180M,2.5,14,Server,13011.0,2017
E7-4830V4,2.0,14,Server,2170.0,2016
E7-4820V4,2.0,14,Server,1502.0,2016
E7-4850V4,2.1,14,Server,3003.0,2016
E7-8860V4,2.2,14,Server,4061.0,2016
E7-8867V4,2.4,14,Server,4672.0,2016
E7-8870V4,2.1,14,Server,4672.0,2016
E7-8880V4,2.2,14,Server,5895.0,2016
E7-8890V4,2.2,14,Server,7174.0,2016
E7-8891V4,2.8,14,Server,6841.0,2016
E7-8893V4,3.2,14,Server,6841.0,2016
E7-8894V4,2.4,14,Server,8898.0,2017
E7-4830V3,2.1,22,Server,2170.0,2015
E7-4820V3,1.9,22,Server,1502.0,2015
E7-4850V3,2.2,22,Server,3003.0,2015
E7-8860V3,2.2,22,Server,4061.0,2015
E7-8867V3,2.5,22,Server,4672.0,2015
E7-8870V3,2.1,22,Server,4672.0,2015
E7-8880V3,2.3,22,Server,5895.0,2015
E7-8880LV3,2.0,22,Server,6063.0,2015
E7-8890V3,2.5,22,Server,7174.0,2015
E7-8891V3,2.8,22,Server,6841.0,2015
E7-8893V3,3.2,22,Server,6841.0,2015
E7-2870V2,2.3,22,Server,4227.0,2014
E7-2880V2,2.5,22,Server,5339.0,2014
E7-2890V2,2.8,22,Server,6451.0,2014
E7-4809V2,1.9,22,Server,1223.0,2014
E7-4820V2,2.0,22,Server,1446.0,2014
E7-4830V2,2.2,22,Server,2059.0,2014
E7-4850V2,2.3,22,Server,2837.0,2014
E7-4860V2,2.6,22,Server,3838.0,2014
E7-4870V2,2.3,22,Server,4394.0,2014
E7-4880V2,2.5,22,Server,5506.0,2014
E7-4890V2,2.8,22,Server,6619.0,2014
E7-8893V2,3.4,22,Server,6841.0,2014
E7-8891V2,3.2,22,Server,6841.0,2014
E7-8890V2,2.8,22,Server,6841.0,2014
E7-8880LV2,2.2,22,Server,5729.0,2014
E7-8880V2,2.5,22,Server,5729.0,2014
E7-8870V2,2.3,22,Server,4616.0,2014
E7-8857V2,3.0,22,Server,3838.0,2014
E7-8850V2,2.3,22,Server,3059.0,2014
E7-2820,2.0,32,Server,1334.0,2011
E7-2830,2.13,32,Server,1779.0,2011
E7-2850,2.0,32,Server,2558.0,2011
E7-2860,2.26,32,Server,3670.0,2011
E7-2870,2.4,32,Server,4227.0,2011
E7-4807,1.86,32,Server,890.0,2011
E7-4820,2.0,32,Server,1446.0,2011
E7-4830,2.13,32,Server,2059.0,2011
E7-4850,2.0,32,Server,2837.0,2011
E7-4860,2.26,32,Server,3838.0,2011
E7-4870,2.4,32,Server,4394.0,2011
E7-8830,2.13,32,Server,2280.0,2011
E7-8837,2.66,32,Server,2280.0,2011
E7-8850,2.0,32,Server,3059.0,2011
E7-8860,2.26,32,Server,4061.0,2011
E7-8867L,2.13,32,Server,4172.0,2011
E7-8870,2.4,32,Server,4616.0,2011
i7-5600U,2.6,14,Mobile,393.0,2015
i7-5650U,2.2,14,Mobile,426.0,2015
i7-5775C,3.3,14,Desktop,371.5,2015
i7-5775R,3.3,14,Desktop,348.0,2015
i7-5700HQ,2.7,14,Mobile,378.0,2015
i7-5700EQ,2.6,14,Embedded,378.0,2015
i7-5750HQ,2.5,14,Mobile,434.0,2015
i7-5850EQ,2.7,14,Embedded,435.0,2015
i7-5850HQ,2.7,14,Mobile,434.0,2015
i7-5950HQ,2.9,14,Mobile,623.0,2015
i7-5500U,2.4,14,Mobile,393.0,2015
M3-6Y30,,14,Mobile,281.0,2015
i3-6098P,3.6,14,Desktop,117.0,2015
i5-6287U,3.1,14,Mobile,304.0,2015
i5-6267U,2.9,14,Mobile,304.0,2015
M3-7Y30,1.0,14,Mobile,281.0,2016
i3-7100H,3.0,14,Mobile,225.0,2017
i3-7100U,2.4,14,Mobile,281.0,2016
i3-7100,3.9,14,Desktop,117.0,2017
i3-7100E,2.9,14,Embedded,225.0,2017
i3-7100T,3.4,14,Desktop,117.0,2017
i3-7101TE,3.4,14,Desktop,117.0,2017
i3-7101E,3.9,14,Desktop,117.0,2017
i3-7102E,2.1,14,Embedded,225.0,2017
i3-7300T,3.5,14,Desktop,142.5,2017
i3-7300,4.0,14,Desktop,142.5,2017
i3-7320,4.1,14,Desktop,153.0,2017
i3-7350K,4.2,14,Desktop,173.5,2017
M3-7Y32,1.1,14,Mobile,281.0,2017
i7-6500U,2.5,14,Mobile,393.0,2015
i7-6600U,2.6,14,Mobile,393.0,2015
i7-6650U,2.2,14,Mobile,415.0,2015
i7-6660U,2.4,14,Mobile,415.0,2016
i7-6700HQ,2.6,14,Mobile,378.0,2015
i7-6770HQ,2.6,14,Mobile,434.0,2016
i7-6700,3.4,14,Desktop,307.5,2015
i7-6700TE,2.4,14,Embedded,303.0,2015
i7-6700T,2.8,14,Desktop,303.0,2015
i7-6700K,4.0,14,Desktop,344.5,2015
i7-6820EQ,2.8,14,Embedded,378.0,2015
i7-6820HK,2.7,14,Mobile,378.0,2015
i7-6820HQ,2.7,14,Mobile,378.0,2015
i7-6822EQ,2.0,14,Embedded,378.0,2015
i7-6870HQ,2.7,14,Mobile,434.0,2016
i7-6920HQ,2.9,14,Mobile,568.0,2015
i7-6970HQ,2.8,14,Mobile,623.0,2016
i5-6260U,1.8,14,Mobile,304.0,2015
i5-6200U,2.3,14,Mobile,281.0,2015
i5-6300U,2.4,14,Mobile,281.0,2015
i5-6300HQ,2.3,14,Mobile,250.0,2015
i5-6350HQ,2.3,14,Mobile,306.0,2016
i5-6360U,2.0,14,Mobile,304.0,2015
i5-6442EQ,1.9,14,Embedded,250.0,2015
i5-6440HQ,2.6,14,Mobile,250.0,2015
i5-6440EQ,2.7,14,Embedded,250.0,2015
i5-6400T,2.2,14,Desktop,182.0,2015
i5-6400,2.7,14,Desktop,184.5,2015
i5-6402P,2.8,14,Desktop,184.5,2015
i5-6500TE,2.3,14,Embedded,192.0,2015
i5-6500T,2.5,14,Desktop,192.0,2015
i5-6500,3.2,14,Desktop,197.0,2015
i5-6600T,2.7,14,Desktop,213.0,2015
i5-6600K,3.5,14,Desktop,242.5,2015
i5-6600,3.3,14,Desktop,218.5,2015
i3-6006U,2.0,14,Mobile,281.0,2016
i3-6100TE,2.7,14,Embedded,117.0,2015
i3-6100T,3.2,14,Desktop,117.0,2015
i3-6100,3.7,14,Desktop,117.0,2015
i3-6167U,2.7,14,Mobile,304.0,2015
i3-6157U,2.4,14,Mobile,304.0,2016
i3-6102E,1.9,14,Embedded,225.0,2015
i3-6100U,2.3,14,Mobile,281.0,2015
i3-6100H,2.7,14,Mobile,225.0,2015
i3-6320,3.9,14,Desktop,153.0,2015
i3-6300T,3.3,14,Desktop,142.5,2015
i3-6100E,2.7,14,Embedded,225.0,2015
i3-6300,3.8,14,Desktop,142.5,2015
M5-6Y54,1.1,14,Mobile,281.0,2015
M5-6Y57,1.1,14,Mobile,281.0,2015
M7-6Y75,1.2,14,Mobile,393.0,2015
i7-5550U,2.0,14,Mobile,426.0,2015
i7-5557U,3.1,14,Mobile,426.0,2015
